Miasto,Dzielnica,Ulica,Cena,Cena_m2,Powierzchnia,Pokoje,Powierzchnia użytkowa,Piętro_nr,Liczba pięter,Balkon,Rynek,Forma własności,Zaktualizowano,Opublikowano,Typ budynku,Rok budowy,Deweloper,Inwestycja,Wysokość wnętrza,Powierzchnia tarasu,Materiał budowlany,Stan nieruchomości,Liczba sypialni,Typ kuchni,Liczba łazienek,Czy łazienka z WC,Powierzchnia balkonu,Powierzchnia łazienki,Cena do negocjacji,Czy przy mieszkaniu jest ogródek
Warszawa,Ursynów,,490000.0,12250.0,40.0,1.0,40.0,1.0,5.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,3 lipca 2020,APARTAMENTOWIEC,1998.0,,,,,CEGŁA,DOBRY,,"Z OKNEM, W ANEKSIE, Z WYPOSAŻENIEM, W ZABUDOWIE",,osobno,,,,
Warszawa,Mokotów,Orzycka,380000.0,11875.0,32.0,1.0,32.0,0.0,,,wtórny,,25 czerwca 2020,26 czerwca 2020,,1964.0,,,,,,,,,,,,,,
Warszawa,Stegny,Kaukaska,569000.0,8946.54,63.6,4.0,63.6,4.0,10.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,26 czerwca 2020,BLOK,1976.0,,,,3.0,WIELKA PŁYTA,DO ODŚWIEŻENIA,3.0,OTWARTA NA POKÓJ,1.0,,3.0,0.0,,
Warszawa,Targówek,,280000.0,10370.37,27.0,1.0,27.0,6.0,10.0,,wtórny,SPÓŁ. WŁASNOŚCIOWE Z KW,6 lipca 2020,wczoraj,,,,,,,CEGŁA,DO REMONTU,,ODDZIELNA,1.0,,,,,
Warszawa,Mokotów,Cybernetyki,850000.0,11486.49,74.0,3.0,74.0,2.0,8.0,1.0,wtórny,WŁASNOŚĆ,2020-07-07,1 lipca 2020,APARTAMENTOWIEC,2019.0,,,,,,,,OTWARTA,1.0,,,,,
Warszawa,Wola,Kasprzaka,589005.0,13506.19,43.61,2.0,43.61,12.0,27.0,,pierwotny,WŁASNOŚĆ,2020-07-07,wczoraj,APARTAMENTOWIEC,2021.0,,,285.0,,,,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Stary Żoliborz,,945000.0,15750.0,60.0,2.0,60.0,2.0,6.0,1.0,wtórny,,30 czerwca 2020,30 czerwca 2020,APARTAMENTOWIEC,2017.0,,,,,CEGŁA,,1.0,,,,,,,
Warszawa,Wawer,,795000.0,7227.27,110.0,5.0,110.0,0.0,2.0,,wtórny,WŁASNOŚĆ,3 lipca 2020,24 czerwca 2020,,2011.0,,,,,CEGŁA,BARDZO DOBRY,,ANEKS KUCHENNY,3.0,,,,,
Warszawa,Wawer,,433400.0,5977.93,72.5,3.0,72.5,0.0,1.0,,pierwotny,WŁASNOŚĆ,2020-07-08,25 czerwca 2020,APARTAMENTOWIEC,2020.0,,,,,CEGŁA,,,ANEKS,1.0,razem,,6.19,,
Warszawa,Śródmieście,Wspólna,362000.0,20000.0,18.1,1.0,18.1,3.0,10.0,,wtórny,WŁASNOŚĆ,2020-07-08,25 czerwca 2020,BLOK MIESZKALNY,1966.0,,,260.0,,CEGŁA,NORMALNY,,KUCHNIA W PRZEJŚCIU,,,,,,
Warszawa,Groty,Batalionów Chłopskich,408807.0,8247.06,49.57,2.0,49.57,1.0,4.0,1.0,wtórny,WŁASNOŚĆ,25 czerwca 2020,24 czerwca 2020,BLOK,2022.0,,,270.0,,ZRÓŻNICOWANY,DO WYKOŃCZENIA,1.0,ANEKS,,razem,2.77,,,
Warszawa,Wola,Czorsztyńska,499900.0,9998.0,50.0,2.0,50.0,3.0,3.0,,wtórny,,3 lipca 2020,29 czerwca 2020,,,,,,,CEGŁA,DO ODŚWIEŻENIA,,JASNA,1.0,,,,,
Warszawa,Praga-Północ,,635000.0,10583.33,60.0,3.0,60.0,1.0,4.0,1.0,pierwotny,,2020-07-08,30 czerwca 2020,,2022.0,,,,,,,2.0,,,,,,,
Warszawa,Żerań,Marywilska 62,474571.0,7145.0,66.42,3.0,66.42,5.0,,1.0,pierwotny,,6 lipca 2020,21 lutego 2020,,2021.0,RONSON DEVELOPMENT SP. Z O.O.,Miasto Moje,,,,,,,,,5.03,,,
Warszawa,Mokotów,Taśmowa,697000.0,15152.17,46.0,2.0,46.0,3.0,6.0,,wtórny,WŁASNOŚĆ,6 lipca 2020,26 czerwca 2020,APARTAMENTOWIEC,2020.0,,,,,CEGŁA,BARDZO WYSOKI STANDARD,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Praga-Południe,Koprzywiańska,444891.0,9490.0,46.88,2.0,46.88,1.0,4.0,1.0,pierwotny,WŁASNOŚĆ,2020-07-07,30 czerwca 2020,APARTAMENTOWIEC,2021.0,,,,,,DO WYKOŃCZENIA,,ANEKS KUCHENNY,,,,,,
Warszawa,Mokotów,Zwierzyniecka,599000.0,11208.83,53.44,2.0,53.44,4.0,8.0,,wtórny,,2020-07-08,dzisiaj,,2019.0,,,,,,,1.0,,,,,,,
Warszawa,Żoliborz,Szamocka,854000.0,12939.39,66.0,3.0,66.0,2.0,3.0,1.0,wtórny,WŁASNOŚĆ,6 lipca 2020,3 kwietnia 2020,APARTAMENTOWIEC,2020.0,,,,,CEGŁA,,,ANEKS,,,,,,
Warszawa,Wrzeciono,Szegedyńska,437000.0,11972.6,36.5,2.0,36.5,2.0,10.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,26 czerwca 2020,BLOK,1966.0,,,,0.0,RAMA H,DO WPROWADZENIA,1.0,ODDZIELNA CIEMNA,1.0,,,3.0,,
Warszawa,Mokotów,Bokserska,592400.0,9873.33,60.0,3.0,60.0,3.0,10.0,1.0,pierwotny,,30 czerwca 2020,30 czerwca 2020,,2021.0,,,,,,,,,,,,,,
Warszawa,Ursus,,533120.0,7820.45,68.17,3.0,68.17,1.0,2.0,1.0,pierwotny,,2020-07-07,wczoraj,SZEREGOWY,2020.0,,,,,KONSTRUKCJA ŻELBETOWA,,,,,,,,,
Warszawa,Mokotów,Mozarta,540000.0,11920.53,45.3,2.0,45.3,7.0,11.0,,wtórny,WŁASNOŚĆ,2020-07-07,wczoraj,,1964.0,,,,,,WYSOKI STANDARD,,,,,,,,
Warszawa,Stary Imielin,Nugat,609000.0,8700.0,70.0,4.0,70.0,3.0,4.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,2020-07-08,2 lipca 2020,NISKI BLOK,1987.0,,,,,,,,ODDZIELNA,,,,,,
Warszawa,Stara Praga,,569140.0,13000.0,43.78,3.0,43.78,1.0,4.0,,pierwotny,WŁASNOŚĆ,5 grudnia 2019,3 lipca 2020,APARTAMENTOWIEC,2022.0,,,295.0,,MIESZANA,DEWELOPERSKI,2.0,ODDZIELNA I WIDNA,,razem,5.0,,,
Warszawa,Włochy,ks. Juliana Chrościckiego,450000.0,9962.36,45.17,2.0,45.17,1.0,5.0,,wtórny,WŁASNOŚĆ,30 czerwca 2020,27 czerwca 2020,BLOK,2015.0,,,,,CEGŁA,DO WPROWADZENIA,1.0,ANEKS KUCHENNY,1.0,,4.84,5.58,,
Warszawa,Gocławek,,492000.0,7935.48,62.0,3.0,62.0,1.0,5.0,1.0,pierwotny,,2020-07-08,1 lipca 2020,APARTAMENTOWIEC,2020.0,,,,,,,,,,,,,,
Warszawa,Praga-Południe,Koprzywiańska,501013.0,8990.0,55.73,2.0,55.73,2.0,4.0,1.0,pierwotny,,2020-07-08,25 czerwca 2020,APARTAMENTOWIEC,2021.0,,,,,,DO WYKOŃCZENIA,,ANEKS KUCHENNY,,,,,,
Warszawa,Powiśle,,520000.0,13866.67,37.5,2.0,37.5,5.0,8.0,,wtórny,SPÓŁ. WŁASNOŚCIOWE,4 lipca 2020,29 czerwca 2020,,1966.0,,,,,CEGŁA,BARDZO DOBRY,,"JASNA, ODDZIELNA",1.0,,,,,
Warszawa,Wilanów Królewski,Urodzajna,590000.0,11568.63,51.0,2.0,,0.0,2.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,dzisiaj,APARTAMENTOWIEC,2007.0,,,270.0,,CEGŁA,BARDZO DOBRY,,ANEKS,,razem,,,1.0,1.0
Warszawa,Praga-Południe,Żupnicza,635000.0,13536.56,46.91,2.0,46.91,5.0,11.0,1.0,wtórny,WŁASNOŚĆ,6 lipca 2020,6 lipca 2020,APARTAMENTOWIEC,2018.0,,,260.0,,,BARDZO WYSOKI STANDARD,,OTWARTA,1.0,,,,,
Warszawa,Praga-Południe,Opinogórska,501500.0,8500.0,59.0,4.0,59.0,1.0,6.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,3 lipca 2020,WIEŻOWIEC,1969.0,,,250.0,,WIELKA PŁYTA,DO REMONTU,,,,,,,,
Warszawa,Targówek,Myszkowska,540000.0,9000.0,60.0,3.0,,2.0,10.0,,wtórny,,2020-07-07,wczoraj,,,,,,,,,,,,,,,1.0,
Warszawa,Śródmieście,Schillera,699000.0,13891.1,50.32,3.0,50.32,4.0,4.0,0.0,wtórny,WŁASNOŚĆ,3 lipca 2020,3 lipca 2020,BLOK,1961.0,,,,,RAMA H,BARDZO DOBRY,,W PRZEDPOKOJU,1.0,,,4.24,,
Warszawa,Białołęka,Aluzyjna,286000.0,8511.9,33.6,1.0,33.6,7.0,7.0,,wtórny,WŁASNOŚĆ,2020-07-08,25 czerwca 2020,,2003.0,,,,,,,,,,,,,,
Warszawa,Śródmieście,Marszałkowska,991530.0,13800.0,71.85,2.0,71.85,1.0,4.0,,wtórny,WŁASNOŚĆ,2020-07-08,6 lipca 2020,KAMIENICA,1950.0,,,315.0,,,,,ODDZIELNA,1.0,,,,,
Warszawa,Saska Kępa,Afrykańska,379250.0,10250.0,37.0,2.0,,1.0,3.0,,wtórny,,29 czerwca 2020,29 czerwca 2020,,,,,,,,,,,,,,,1.0,
Warszawa,Ochota,Grójecka,295000.0,13563.22,21.75,2.0,21.75,4.0,4.0,,wtórny,WŁASNOŚĆ,2020-07-08,6 lipca 2020,NISKI BLOK,1956.0,,,,,,DOBRY,,,,,,,,
Warszawa,Białołęka,,699000.0,5682.93,123.0,5.0,123.0,3.0,4.0,,wtórny,WŁASNOŚĆ,3 lipca 2020,27 czerwca 2020,,2003.0,,,,,CEGŁA,BARDZO DOBRY,,PÓŁOTWARTA,,,,,,
Warszawa,Białołęka,Kąty Grodziskie,389900.0,6866.85,56.78,3.0,56.78,2.0,2.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,6 lipca 2020,BLOK MIESZKALNY,2020.0,,,,,MIESZANA,DEWELOPERSKI,,,,,,,,
Warszawa,Ursynów,Wąwozowa,599000.0,11072.09,54.1,2.0,54.1,2.0,10.0,1.0,wtórny,,2020-07-08,wczoraj,BLOK MIESZKALNY,1995.0,,,,,KONSTRUKCJA MIESZANA,,,,,,,,,
Warszawa,Białołęka,Wyspiarska,426100.0,7448.0,57.21,3.0,57.21,4.0,5.0,,pierwotny,WŁASNOŚĆ,3 lipca 2020,3 lipca 2020,BLOK MIESZKALNY,2020.0,,,260.0,,ŻELBETON,,,,,,,,,
Warszawa,Wola,,769000.0,9458.79,81.3,3.0,81.3,5.0,5.0,,wtórny,,1 lipca 2020,1 lipca 2020,NISKI BLOK,1997.0,,,270.0,,PUSTAK,,,Z OKNEM,,,,,,
Warszawa,Bielany,Wrzeciono,299000.0,12144.6,24.62,1.0,24.62,3.0,3.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-07,2 lipca 2020,NISKI BLOK,1970.0,,,,,,,,Z OKNEM,,,,,,
Warszawa,Bemowo,,370000.0,9736.84,38.0,2.0,38.0,7.0,8.0,,wtórny,,3 lipca 2020,25 czerwca 2020,,,,,,,CEGŁA,DOBRY,,"JASNA, ODDZIELNA",1.0,,,,,
Warszawa,Bemowo,Lazurowa,699000.0,10432.84,67.0,3.0,67.0,4.0,4.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,30 czerwca 2020,APARTAMENTOWIEC,2010.0,,,300.0,,,DOBRY,2.0,"W ANEKSIE, Z WYPOSAŻENIEM, W ZABUDOWIE",,osobno,5.65,,,
Warszawa,Żerań,Marywilska 62,414058.0,7254.0,57.08,3.0,57.08,3.0,,,pierwotny,,6 lipca 2020,21 lutego 2020,,2021.0,RONSON DEVELOPMENT SP. Z O.O.,Miasto Moje,,,,,,,,,,,,
Warszawa,Białołęka,Przyrodnicza,249900.0,9607.84,26.01,1.0,26.01,0.0,3.0,,pierwotny,,6 lipca 2020,6 lipca 2020,BLOK MIESZKALNY,2021.0,,,,,,,,,,,,,,
Warszawa,Szczęśliwice,,418124.0,10900.0,38.36,2.0,38.36,1.0,7.0,,wtórny,,26 czerwca 2020,26 czerwca 2020,APARTAMENTOWIEC,2020.0,,,,,,,,,,,,,,
Warszawa,Śródmieście Północne,,499900.0,21734.78,23.0,1.0,23.0,2.0,6.0,,wtórny,WŁASNOŚĆ,24 czerwca 2020,24 czerwca 2020,BLOK,1960.0,,,300.0,,CEGŁA,BARDZO DOBRY,1.0,PÓŁOTWARTA,,razem,,,,
Warszawa,Ochota,,515000.0,14626.53,35.21,2.0,35.21,4.0,5.0,,wtórny,WŁASNOŚĆ,1 lipca 2020,30 czerwca 2020,,2019.0,,,,,,DO WYKOŃCZENIA,,,,,,,,
Warszawa,Żerań,Marywilska 62,439643.0,7199.0,61.07,3.0,61.07,4.0,,1.0,pierwotny,,6 lipca 2020,21 lutego 2020,,2021.0,RONSON DEVELOPMENT SP. Z O.O.,Miasto Moje,,,,,,,,,4.09,,,
Warszawa,Gocław,,649500.0,9147.89,71.0,3.0,71.0,3.0,4.0,1.0,wtórny,SPÓŁDZIELCZE + KW,3 lipca 2020,3 lipca 2020,,,,,,,,BARDZO DOBRY,,WIDNA,,razem,,,,
Warszawa,Białołęka,,359000.0,7326.53,49.0,2.0,49.0,3.0,3.0,,wtórny,WŁASNOŚĆ,2020-07-08,7 lipca 2020,,2006.0,,,,,MIESZANY,BARDZO DOBRY,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Żoliborz,,695000.0,10220.59,68.0,4.0,68.0,13.0,16.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,2020-07-08,29 czerwca 2020,WIEŻOWIEC,1978.0,,,,,,,,,,,,,,
Warszawa,Wawer,Króla Maciusia,310000.0,10333.33,30.0,1.0,30.0,3.0,3.0,,wtórny,,29 czerwca 2020,2 lipca 2020,,1963.0,,,,,,,,,,,,,,
Warszawa,Bemowo,Batalionów Chłopskich,539200.0,10080.39,53.49,3.0,53.49,3.0,3.0,1.0,pierwotny,,3 lipca 2020,3 lipca 2020,,2022.0,,,,,,,,,,,,,,
Warszawa,Wola,Księcia Janusza,339000.0,11300.0,30.0,2.0,30.0,2.0,10.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,2020-07-08,wczoraj,,1975.0,,,247.0,,,DO REMONTU,,BEZ OKNA,1.0,,,,,
Warszawa,Wola,Sitnika,460000.0,13450.29,34.2,2.0,34.2,2.0,3.0,,wtórny,WŁASNOŚĆ,2020-07-07,wczoraj,NISKI BLOK,1954.0,,,,,CEGŁA,DOBRY,,,,,,,,
Warszawa,Stara Ochota,Rokosowska,490000.0,11951.22,41.0,2.0,41.0,1.0,4.0,,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,KAMIENICA,1950.0,,,,,CEGŁA,,,,,,,,,
Warszawa,Wola,Ordona,576192.0,11999.0,48.02,2.0,48.02,3.0,6.0,1.0,wtórny,,1 lipca 2020,30 czerwca 2020,APARTAMENTOWIEC,2018.0,,,,,,,1.0,,,,,,,
Warszawa,Słodowiec,Staffa,379999.0,10826.18,35.1,2.0,35.1,4.0,4.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE PRAWO,2020-07-07,wczoraj,,1968.0,,,,,,WYMAGA REMONTU DROBNEGO,,ODDZIELNA,1.0,,,,,
Warszawa,Czyste,Kasprzaka,494000.0,13000.0,38.0,2.0,38.0,8.0,10.0,1.0,wtórny,,1 lipca 2020,25 czerwca 2020,APARTAMENTOWIEC,2020.0,,,,,,,1.0,,,,,,,
Warszawa,Bemowo,Górczewska,456000.0,11162.79,40.85,2.0,40.85,1.0,11.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,WIEŻOWIEC,2008.0,,,,,,WYSOKI STANDARD,,ANEKS KUCHENNY,,,,,,
Warszawa,Ochota,Rokosowska,490000.0,12250.0,40.0,1.0,40.0,1.0,4.0,0.0,wtórny,HIPOTECZNE,2020-07-07,wczoraj,,1950.0,,,300.0,,CEGŁA,,,,,,,,,
Warszawa,Mokotów,,558000.0,11625.0,48.0,3.0,48.0,2.0,4.0,1.0,wtórny,,2020-07-07,2 lipca 2020,,,,,,,,,,,,,,,,
Warszawa,Wilanów,Al. Rzeczypospolitej,550000.0,11702.13,47.0,2.0,47.0,2.0,4.0,,wtórny,WŁASNOŚĆ,3 lipca 2020,3 lipca 2020,APARTAMENTOWIEC,2008.0,,,,,,WYSOKI STANDARD,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Białołęka,Marywilska,425200.0,7295.81,58.28,3.0,58.28,3.0,5.0,1.0,pierwotny,,2020-07-08,3 lipca 2020,,2020.0,,,,,,,,,,,,,,
Warszawa,Praga-Północ,Heleny Rzeszotarskiej,395000.0,9186.05,43.0,2.0,43.0,7.0,7.0,,wtórny,,4 lipca 2020,28 czerwca 2020,,,,,,,,,,,,,,,,
Warszawa,Praga-Południe,Wiatraczna,535000.0,11630.43,46.0,2.0,46.0,4.0,4.0,1.0,wtórny,,25 czerwca 2020,25 czerwca 2020,KAMIENICA,1935.0,,,,,CEGŁA,,1.0,,,,,,,
Warszawa,Żoliborz,Dymińska,410000.0,11081.08,37.0,2.0,37.0,0.0,10.0,0.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,30 czerwca 2020,24 czerwca 2020,BLOK,1969.0,,,250.0,,PŁYTA,DO REMONTU,,PRZEŚWIT,1.0,,,2.85,,
Warszawa,Mokotów,,455000.0,9891.3,46.0,3.0,46.0,3.0,4.0,,wtórny,,24 czerwca 2020,2 lipca 2020,,,,,,,,,,,,,,,,
Warszawa,Mokotów,Bachmacka,492000.0,12879.58,38.2,1.0,38.2,1.0,4.0,,wtórny,,3 lipca 2020,3 lipca 2020,,1960.0,,,,,,,1.0,,,,,,,
Warszawa,Białołęka,Białołęcka,460000.0,7076.92,65.0,4.0,65.0,0.0,3.0,,pierwotny,,27 czerwca 2020,30 czerwca 2020,,,,,,,,,,,,,,,,
Warszawa,Żerań,Marywilska 62,473205.0,6889.0,68.69,3.0,68.69,3.0,,1.0,pierwotny,,6 lipca 2020,21 lutego 2020,,2021.0,RONSON DEVELOPMENT SP. Z O.O.,Miasto Moje,,,,,,,,,5.4,,,
Warszawa,Wrzeciono,Wrzeciono,450000.0,12162.16,37.0,2.0,37.0,5.0,10.0,,wtórny,SPÓŁDZIELCZE WŁ. Z KW,2020-07-07,6 lipca 2020,BLOK,1976.0,,,245.0,,WIELKA PŁYTA,BARDZO DOBRY,1.0,ODDZIELNA I CIEMNA,1.0,razem,,2.5,,
Warszawa,Białołęka,,284411.0,8335.61,34.12,2.0,34.12,1.0,2.0,1.0,pierwotny,,2020-07-07,wczoraj,,2021.0,,,,,,,,,,,,,,
Warszawa,Białołęka,Kąty Grodziskie,380095.0,6949.99,54.69,3.0,54.69,0.0,3.0,,wtórny,WŁASNOŚĆ,25 czerwca 2020,24 czerwca 2020,BLOK,2021.0,,,265.0,,ZRÓŻNICOWANY,DO WYKOŃCZENIA,2.0,CIEMNA,,,,,,
Warszawa,Marysin Wawerski,Rekrucka,407498.0,9100.0,44.78,2.0,44.78,5.0,5.0,,pierwotny,,3 lipca 2020,3 lipca 2020,,2022.0,,,,,,,,,,,,,,
Warszawa,Wilanów,Nałęczowska,650000.0,9285.71,70.0,4.0,70.0,8.0,10.0,1.0,wtórny,WŁASNOŚĆ,6 lipca 2020,wczoraj,BLOK,1978.0,,,260.0,,RAMA H,BARDZO DOBRY,,,,,4.0,,,
Warszawa,Mokotów,Puławska,695000.0,10373.13,67.0,4.0,67.0,8.0,10.0,1.0,wtórny,WŁASNOŚĆ,6 lipca 2020,6 lipca 2020,WIEŻOWIEC,1975.0,,,,,WIELKA PŁYTA,WYSOKI STANDARD,,ODDZIELNA,1.0,,,,,
Warszawa,Wawer,,309999.0,10333.3,30.0,1.0,30.0,3.0,4.0,,wtórny,UŻYTKOWANIE WIECZYSTE,6 lipca 2020,27 czerwca 2020,,1963.0,,,,,RAMA H,DO ODŚWIEŻENIA,,ODDZIELNA,1.0,,,,,
Warszawa,Powiśle,Orłowicza,950000.0,18269.23,52.0,2.0,52.0,4.0,8.0,1.0,wtórny,WŁASNOŚĆ,1 lipca 2020,1 lipca 2020,APARTAMENTOWIEC,2014.0,,,280.0,,CEGŁA,WYSOKI STANDARD,,OTWARTA,1.0,,,,,
Warszawa,Ursynów,Sotta,765000.0,9735.3,78.58,4.0,78.58,3.0,4.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,24 czerwca 2020,BLOK,1995.0,,,,,CEGŁA,DOBRY,,OTWARTA,1.0,,,,,
Warszawa,Nowa Praga,Jagiellońska,529000.0,10633.17,49.75,2.0,49.75,2.0,6.0,1.0,wtórny,WŁASNOŚĆ,2020-07-07,7 lipca 2020,KAMIENICA,1955.0,,,,2.0,CEGŁA,DO REMONTU,1.0,ODDZIELNA WIDNA,1.0,,2.0,2.92,,
Warszawa,Wola,Sokołowska,610000.0,12127.24,50.3,2.0,50.3,9.0,13.0,,wtórny,WŁASNOŚĆ,2020-07-08,30 czerwca 2020,BLOK MIESZKALNY,2012.0,,,,,MIESZANA,DO REMONTU,,ANEKS KUCHENNY,,,,,,
Warszawa,Nowe Miasto,,499000.0,13306.67,37.5,1.0,37.5,2.0,3.0,,wtórny,,5 lipca 2020,29 czerwca 2020,,1965.0,,,,,,,,,,,,,,
Warszawa,Mokotów,Chełmska,500000.0,11111.11,45.0,2.0,45.0,2.0,4.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,1 lipca 2020,NISKI BLOK,1971.0,,,,,,,,,,,,,,
Warszawa,Chrzanów,,580000.0,8452.35,68.62,3.0,68.62,2.0,5.0,1.0,pierwotny,,2 lipca 2020,6 lipca 2020,APARTAMENTOWIEC,2022.0,,,,,,DEWELOPERSKI,2.0,ODDZIELNA WIDNA,3.0,razem,5.6,,,
Warszawa,Sady Żoliborskie,,350000.0,12962.96,27.0,1.0,27.0,2.0,10.0,,wtórny,,25 czerwca 2020,25 czerwca 2020,,1968.0,,,,,,,,,,,,,,
Warszawa,Śródmieście,Śniadeckich,525000.0,15000.0,35.0,1.0,35.0,1.0,5.0,,wtórny,,29 czerwca 2020,2 lipca 2020,,,,,,,,,,,,,,,,
Warszawa,Śródmieście,,850000.0,10365.85,82.0,3.0,82.0,3.0,3.0,1.0,wtórny,,30 czerwca 2020,27 czerwca 2020,KAMIENICA,1932.0,,,,,,DO REMONTU,,,,,,,,
Warszawa,Praga-Południe,,385000.0,12419.35,31.0,1.0,31.0,6.0,8.0,,pierwotny,WŁASNOŚĆ,5 lipca 2020,28 czerwca 2020,,2021.0,,,,,MIESZANY,DEWELOPERSKI,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Targówek,Wysockiego,320000.0,10389.61,30.8,1.0,30.8,3.0,10.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,2 lipca 2020,WIEŻOWIEC,1977.0,,,,,,,,OTWARTA,1.0,,,,,
Warszawa,Mokotów,,528000.0,11000.0,48.0,3.0,48.0,10.0,10.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,25 czerwca 2020,WIEŻOWIEC,1979.0,,,,,,DO REMONTU,,ODDZIELNA,,,,,,
Warszawa,Stary Mokotów,Dolna,460000.0,14465.41,31.8,2.0,31.8,0.0,10.0,,wtórny,SPÓŁDZIELCZE WŁ. Z KW,1 lipca 2020,1 lipca 2020,WIEŻOWIEC,1979.0,,,,,RAMA H,PO REMONCIE,1.0,ANEKS KUCHENNY - POŁĄCZONY Z SALONEM,1.0,razem,,6.0,,
Warszawa,Chrzanów,Batalionów Chłopskich,505500.0,9361.11,54.0,3.0,54.0,1.0,4.0,1.0,pierwotny,,2020-07-07,wczoraj,,2022.0,,,,,,,,,,,,,,
Warszawa,Natolin,Kazury,589000.0,11113.21,53.0,3.0,,2.0,4.0,,wtórny,,26 czerwca 2020,26 czerwca 2020,,,,,,,,,,,,,,,,
Warszawa,Stara Miłosna,Mazowiecka,699999.0,8536.57,82.0,4.0,82.0,3.0,3.0,,wtórny,,25 czerwca 2020,25 czerwca 2020,APARTAMENTOWIEC,2012.0,,,,,,WYSOKI STANDARD,,ANEKS KUCHENNY,,,,,,
Warszawa,Ochota,Opaczewska,516000.0,12000.0,43.0,2.0,43.0,4.0,4.0,,wtórny,WŁASNOŚĆ,2020-07-07,3 lipca 2020,KAMIENICA,1958.0,,,280.0,,CEGŁA,,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Mokotów,,850000.0,9659.09,88.0,2.0,88.0,12.0,17.0,,wtórny,,5 czerwca 2020,wczoraj,APARTAMENTOWIEC,1999.0,,,,,,IDEALNY,1.0,OTWARTA POŁĄCZONA Z JADALNIĄ,,,,,,
Warszawa,Śródmieście,Al. Jana Pawła II,385000.0,14528.3,26.5,1.0,,8.0,8.0,,wtórny,,28 czerwca 2020,26 czerwca 2020,,,,,,,,,,,,,,,,
