Miasto,Dzielnica,Ulica,Cena,Cena_m2,Powierzchnia,Pokoje,Powierzchnia użytkowa,Piętro_nr,Liczba pięter,Balkon,Rynek,Forma własności,Zaktualizowano,Opublikowano,Typ budynku,Rok budowy,Deweloper,Inwestycja,Wysokość wnętrza,Powierzchnia tarasu,Materiał budowlany,Stan nieruchomości,Liczba sypialni,Typ kuchni,Liczba łazienek,Czy łazienka z WC,Powierzchnia balkonu,Powierzchnia łazienki,Cena do negocjacji,Czy przy mieszkaniu jest ogródek
Warszawa,Służewiec,Taśmowa,573800.0,10000.0,57.38,2.0,57.38,1.0,6.0,1.0,wtórny,WŁASNOŚĆ,25 czerwca 2020,24 czerwca 2020,APARTAMENTOWIEC,2020.0,,,265.0,,ZRÓŻNICOWANY,DO WYKOŃCZENIA,1.0,WIDNA,,razem,,,,
Warszawa,Mokotów,Ludwiga van Beethovena,500000.0,10416.67,48.0,2.0,48.0,0.0,5.0,1.0,pierwotny,,6 lipca 2020,6 lipca 2020,,2020.0,,,,,,,,,,,,,,
Warszawa,Bielany,Tczewska,780000.0,14145.81,55.14,2.0,55.14,2.0,4.0,,wtórny,,2020-07-07,wczoraj,APARTAMENTOWIEC,2010.0,,,,,CEGŁA,,,,,,,,,
Warszawa,Targówek,,495000.0,8684.21,57.0,3.0,57.0,0.0,3.0,,wtórny,WŁASNOŚĆ,2020-07-07,wczoraj,,2005.0,,,,,CEGŁA,DOBRY,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Mokotów,,599000.0,8808.82,68.0,4.0,68.0,0.0,10.0,1.0,wtórny,WŁASNOŚĆ,1 lipca 2020,24 czerwca 2020,BLOK,1975.0,,,,,WIELKA PŁYTA,,,,,,,,,
Warszawa,Służew,Wita Stwosza,610000.0,16486.49,37.0,1.0,37.0,2.0,,,wtórny,WŁASNOŚĆ,2020-07-07,25 czerwca 2020,APARTAMENTOWIEC,2015.0,,,,,CEGŁA,WYSOKI STANDARD,,,1.0,,,,,
Warszawa,Grochów,Nasielska,825000.0,11209.24,73.6,3.0,,2.0,4.0,1.0,wtórny,WŁASNOŚĆ,28 czerwca 2020,28 czerwca 2020,APARTAMENTOWIEC,2013.0,,,273.0,,,BARDZO DOBRY,,OSOBNA,,razem,,,1.0,
Warszawa,Praga-Północ,,403000.0,11194.44,36.0,1.0,36.0,1.0,4.0,,wtórny,WŁASNOŚĆ,6 lipca 2020,29 czerwca 2020,,1914.0,,,,,CEGŁA,DOBRY,,ANEKS KUCHENNY,2.0,,,,,
Warszawa,Praga-Północ,Białostocka,454528.0,10600.0,42.88,2.0,42.88,1.0,4.0,1.0,pierwotny,,6 lipca 2020,6 lipca 2020,,2021.0,,,,,,,1.0,,,,,,,
Warszawa,Praga-Południe,Spalinowa,794970.0,11000.0,72.27,4.0,72.27,3.0,3.0,1.0,wtórny,,29 czerwca 2020,26 czerwca 2020,APARTAMENTOWIEC,2021.0,,,,0.0,,STAN DEWELOPERSKI,,ANEKS,1.0,,,,,
Warszawa,Śródmieście,,780000.0,13928.57,56.0,3.0,56.0,0.0,,,wtórny,,1 lipca 2020,26 czerwca 2020,,,,,,,,PO REMONCIE,,,,,,,,
Warszawa,Śródmieście,,841269.0,12057.75,69.77,3.0,69.77,2.0,9.0,1.0,pierwotny,,29 czerwca 2020,29 czerwca 2020,BLOK MIESZKALNY,2021.0,,,,,,,2.0,,,,,,,
Warszawa,Wola,Wolska,405000.0,10657.89,38.0,2.0,38.0,2.0,6.0,1.0,wtórny,WŁASNOŚĆ,2020-07-07,29 czerwca 2020,NISKI BLOK,1960.0,,,250.0,,,DOBRY,,,,,,,,
Warszawa,Włochy,Krańcowa,760000.0,10416.67,72.96,3.0,72.0,3.0,3.0,1.0,wtórny,,6 lipca 2020,6 lipca 2020,APARTAMENTOWIEC,2014.0,,,,,,,2.0,,,,,,,
Warszawa,Wawer,Pomiechowska,850000.0,6071.43,140.0,4.0,140.0,1.0,2.0,,wtórny,,23 czerwca 2020,24 czerwca 2020,BLOK,1999.0,,,,,,BARDZO DOBRY,,,,,,,,
Warszawa,Olszynka Grochowska,Grochowska,435000.0,8841.46,49.2,3.0,49.2,3.0,4.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,2020-07-07,26 czerwca 2020,NISKI BLOK,1960.0,,,,,,DOBRY,,Z OKNEM,,,,,,
Warszawa,Sady Żoliborskie,Elbląska,499000.0,10395.83,48.0,3.0,48.0,0.0,10.0,0.0,wtórny,SPÓŁDZIELCZE-WŁASNOŚCIOWE Z KW,6 lipca 2020,5 lipca 2020,BLOK,1970.0,,,245.0,,WIELKA PŁYTA,,,OSOBNA,,razem,,,,
Warszawa,Bródno,Krasiczyńska,315000.0,10862.07,29.0,1.0,29.0,9.0,10.0,1.0,wtórny,ODRĘBNA WŁASNOŚĆ LOKALU,3 lipca 2020,30 czerwca 2020,BLOK,,,,,,,DO GENERALNEGO REMONTU,,ODDZIELNA WIDNA,,,3.0,,,
Warszawa,Ursynów,Wokalna,596000.0,9675.32,61.6,3.0,61.6,2.0,7.0,1.0,wtórny,HIPOTECZNE,2 lipca 2020,1 lipca 2020,BLOK,1980.0,,,260.0,,WIELKA PŁYTA,DO REMONTU,2.0,WIDNA,,,3.0,,,
Warszawa,Ursynów,,510000.0,8644.07,59.0,3.0,59.0,0.0,,,pierwotny,WŁASNOŚĆ,2020-07-07,5 lipca 2020,,2022.0,,,,,MIESZANY,DEWELOPERSKI,,ANEKS KUCHENNY,2.0,,,,,
Warszawa,Stare Miasto,Krakowskie Przedmieście,850000.0,15315.32,55.5,2.0,55.5,0.0,3.0,,wtórny,,2 lipca 2020,2 lipca 2020,KAMIENICA,1920.0,,,,,CEGŁA,,,,,,,,,
Warszawa,Białołęka,Łopianowa,540750.0,7880.36,68.62,4.0,68.62,2.0,5.0,1.0,pierwotny,,2020-07-08,3 lipca 2020,,2022.0,,,,,,,,,,,,,,
Warszawa,Śródmieście,Długa,640000.0,14883.72,43.0,2.0,43.0,,4.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,2020-07-07,4 lipca 2020,NISKI BLOK,1961.0,,,275.0,,CEGŁA,DO REMONTU,,ODDZIELNA,,,,,,
Warszawa,Wola,Stańczyka,599000.0,12782.76,46.86,3.0,46.86,13.0,14.0,1.0,wtórny,,25 czerwca 2020,25 czerwca 2020,BLOK MIESZKALNY,2019.0,,,,,,,2.0,,,,,,,
Warszawa,Śródmieście,Andersa,750000.0,18987.34,39.5,2.0,39.5,1.0,8.0,1.0,wtórny,WŁASNOŚĆ,3 lipca 2020,24 czerwca 2020,KAMIENICA,1955.0,,,300.0,,CEGŁA,WYSOKI STANDARD,,,,,,,,
Warszawa,Żerań,Kowalczyka,372000.0,12400.0,30.0,1.0,30.0,1.0,6.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,NISKI WIELORODZINNY,2014.0,,,,,CEGŁA,WYSOKI STANDARD,,ODDZIELNA,,,,,,
Warszawa,Wilanów,Sarmacka,619000.0,11679.25,53.0,2.0,53.0,2.0,4.0,1.0,wtórny,HIPOTECZNE,30 czerwca 2020,30 czerwca 2020,APARTAMENTOWIEC,2010.0,,,260.0,,PUSTAK,DO ZAMIESZKANIA,1.0,ANEKS,,razem,6.0,,,
Warszawa,Białołęka,,370000.0,8043.48,46.0,2.0,46.0,1.0,2.0,,wtórny,WŁASNOŚĆ,6 lipca 2020,3 lipca 2020,,2019.0,,,,,MIESZANY,DOBRY,,"JASNA, ODDZIELNA",1.0,,,,,
Warszawa,Mokotów,Bokserska,593000.0,9983.16,59.4,3.0,59.4,3.0,10.0,1.0,pierwotny,,2020-07-08,24 czerwca 2020,,2021.0,,,,,,,,,,,,,,
Warszawa,Wola,Sowińskiego,749000.0,12065.08,62.08,3.0,62.08,4.0,10.0,,wtórny,WŁASNOŚĆ,5 lipca 2020,24 czerwca 2020,BLOK MIESZKALNY,2014.0,,,280.0,,WIELKA PŁYTA,WYSOKI STANDARD,,,,,,,,
Warszawa,Wola,Wolska,239000.0,16414.84,14.56,1.0,14.56,5.0,10.0,,wtórny,WŁASNOŚĆ,2020-07-08,6 lipca 2020,BLOK MIESZKALNY,2010.0,,,,,MIESZANA,NORMALNY,,,,,,,,
Warszawa,Żoliborz,,360000.0,14400.0,25.0,1.0,25.0,11.0,,,wtórny,ODRĘBNA WŁASNOŚĆ LOKALU,4 lipca 2020,4 lipca 2020,BLOK,1980.0,,,255.0,,,ODNOWIONE,,JASNA Z OKNEM,,razem,,,,
Warszawa,Praga-Północ,Białostocka,519000.0,9980.77,52.0,4.0,52.0,3.0,,,wtórny,,27 czerwca 2020,27 czerwca 2020,,,,,,,,,,,,,,,,
Warszawa,Żerań,Marywilska 62,454674.0,6889.0,66.0,3.0,66.0,3.0,,,pierwotny,,6 lipca 2020,21 lutego 2020,,2021.0,RONSON DEVELOPMENT SP. Z O.O.,Miasto Moje,,,,,,,,,,,,
Warszawa,Żerań,Marywilska 62,443133.0,7145.0,62.02,3.0,62.02,3.0,,1.0,pierwotny,,6 lipca 2020,21 lutego 2020,,2021.0,RONSON DEVELOPMENT SP. Z O.O.,Miasto Moje,,,,,,,,,4.45,,,
Warszawa,Praga-Południe,Stanów Zjednoczonych,580000.0,12608.7,46.0,2.0,46.0,9.0,10.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,26 czerwca 2020,WIEŻOWIEC,1965.0,,,,,,,,OTWARTA,1.0,,,,,
Warszawa,Sadyba,Powsińska,483000.0,8927.91,54.1,3.0,54.1,4.0,4.0,1.0,wtórny,WŁASNOŚĆ,3 lipca 2020,24 czerwca 2020,BLOK,1969.0,,,250.0,,PŁYTA,DO ODŚWIEŻENIA,,WIDNA,,razem,,2.9,,
Warszawa,Śródmieście,Lwowska,739500.0,16976.58,43.56,3.0,43.56,1.0,7.0,,wtórny,WŁASNOŚĆ,3 lipca 2020,3 lipca 2020,KAMIENICA,,,,,,CEGŁA,PO REMONCIE,,,,,,,,
Warszawa,Targówek,,549000.0,9981.82,55.0,3.0,55.0,6.0,7.0,,wtórny,WŁASNOŚĆ,23 czerwca 2020,23 czerwca 2020,,1977.0,,,,,,BARDZO DOBRY,,ODDZIELNA WIDNA,1.0,,2.2,,,
Warszawa,Ursus,Dzieci Warszawy,439000.0,9164.93,47.9,3.0,47.9,4.0,,1.0,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,BLOK MIESZKALNY,,,,265.0,,MIESZANA,DEWELOPERSKI,,,,,,,,
Warszawa,Żerań,Marywilska 62,524566.0,6708.0,78.2,3.0,78.2,2.0,,1.0,pierwotny,,6 lipca 2020,21 lutego 2020,,2021.0,RONSON DEVELOPMENT SP. Z O.O.,Miasto Moje,,,,,,,,,7.89,,,
Warszawa,Żerań,Marywilska 62,466783.0,7199.0,64.84,3.0,64.84,4.0,,1.0,pierwotny,,6 lipca 2020,21 lutego 2020,,2021.0,RONSON DEVELOPMENT SP. Z O.O.,Miasto Moje,,,,,,,,,10.61,,,
Warszawa,Koło,Sitnika,467000.0,13654.97,34.2,2.0,34.2,2.0,3.0,,wtórny,HIPOTECZNE,2020-07-07,wczoraj,BLOK,1960.0,,,266.0,,CEGŁA,BARDZO DOBRY,1.0,CIEMNA,,razem,,,,
Warszawa,Włochy,Zapusta,865000.0,6577.95,131.5,6.0,131.5,6.0,6.0,1.0,wtórny,WŁASNOŚĆ,5 lipca 2020,5 lipca 2020,BLOK,1998.0,,,280.0,,INNA,,,OTWARTA,,,,,,
Warszawa,Mokotów,"Pułku AK ""Waligóra""",480000.0,12972.97,37.0,2.0,37.0,1.0,3.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-07,24 czerwca 2020,APARTAMENTOWIEC,2016.0,,,,,,BARDZO WYSOKI STANDARD,,Z OKNEM,,,,,,
Warszawa,Bielany,Tomasza Nocznickiego,235000.0,13823.53,17.0,1.0,17.0,1.0,4.0,0.0,wtórny,,2020-07-07,7 lipca 2020,NISKI BLOK,1968.0,,,,0.0,,DO REMONTU KAPITALNEGO,,ANEKS,1.0,,,,,
Warszawa,Grochów,Wojciecha Chrzanowskiego,339000.0,9237.06,36.7,1.0,36.7,3.0,4.0,,wtórny,WŁASNOŚĆ,6 lipca 2020,29 czerwca 2020,BLOK,,,,,,BETON,BARDZO DOBRY,,,,,,,,
Warszawa,Białołęka,Starowiślna,615000.0,10581.56,58.12,3.0,58.12,5.0,6.0,,wtórny,WŁASNOŚĆ,1 lipca 2020,26 czerwca 2020,NISKI BLOK,2020.0,,,270.0,,CEGŁA,BARDZO WYSOKI STANDARD,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Żoliborz,Krasińskiego,640000.0,13333.33,48.0,3.0,48.0,3.0,3.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,2 lipca 2020,NISKI BLOK,1970.0,,,,,CEGŁA,DOBRY,,Z OKNEM,,,,,,
Warszawa,Zawady,,600000.0,9768.8,61.42,3.0,61.42,2.0,2.0,,wtórny,,3 lipca 2020,3 lipca 2020,APARTAMENTOWIEC,2015.0,,,,,,,,,,,,,,
Warszawa,Praga-Południe,Serocka,838000.0,9858.82,85.0,4.0,85.0,3.0,,1.0,wtórny,,1 lipca 2020,1 lipca 2020,,2002.0,,,,,,,,,,,,,,
Warszawa,Grochów,Prochowa,590000.0,7515.92,78.5,4.0,78.5,3.0,4.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,1 lipca 2020,NISKI BLOK,1999.0,,,265.0,,CEGŁA,,,Z OKNEM,1.0,razem,4.0,3.0,,
Warszawa,Szczęśliwice,Włodarzewska,699000.0,11650.0,60.0,2.0,60.0,0.0,4.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,2020-07-07,wczoraj,,2000.0,,,,,,DOBRY,,ODDZIELNA,1.0,,,,,
Warszawa,Grochów,,680000.0,8552.38,79.51,4.0,79.51,0.0,3.0,,wtórny,WŁASNOŚĆ,2 lipca 2020,2 lipca 2020,KAMIENICA,1962.0,,,,,CEGŁA,,,,,,,,,
Warszawa,Białołęka,Mehoffera,308000.0,8815.11,34.94,2.0,34.94,1.0,3.0,1.0,pierwotny,,2020-07-08,wczoraj,,2022.0,,,,,,,,,,,,,,
Warszawa,Bielany,,600000.0,9230.77,65.0,3.0,65.0,4.0,6.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,29 czerwca 2020,BLOK,,,,,,,DO ODNOWIENIA,2.0,"Z OKNEM, ODDZIELNA",,razem,,,,
Warszawa,Służew,Bacha,455000.0,9934.5,45.8,2.0,45.8,10.0,10.0,1.0,wtórny,SPÓŁDZIELCZE + KW,30 czerwca 2020,29 czerwca 2020,BLOK,1976.0,,,250.0,,RAMA H,DO ODŚWIEŻENIA,,WIDNA,,razem,,,,
Warszawa,Bemowo,Karabeli,420000.0,8936.17,47.0,2.0,47.0,4.0,4.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,24 czerwca 2020,NISKI BLOK,1980.0,,,260.0,,,DOBRY,,Z OKNEM,1.0,,,,,
Warszawa,Praga-Południe,,649500.0,9278.57,70.0,3.0,70.0,3.0,4.0,,wtórny,SPÓŁ. WŁASNOŚCIOWE Z KW,6 lipca 2020,29 czerwca 2020,,1992.0,,,,,PŁYTA,BARDZO DOBRY,,"JASNA, ODDZIELNA",1.0,,,,,
Warszawa,Mokotów,Nowotarska,380000.0,11875.0,32.0,1.0,32.0,1.0,3.0,,wtórny,,3 lipca 2020,3 lipca 2020,,1938.0,,,,,,,,,,,,,,
Warszawa,Białołęka,Myśliborska,405900.0,7500.0,54.12,2.0,54.12,3.0,3.0,0.0,wtórny,WŁASNOŚĆ,24 czerwca 2020,24 czerwca 2020,APARTAMENTOWIEC,2020.0,,,300.0,13.8,CEGŁA,,,ANEKS,1.0,razem,,,,
Warszawa,Śródmieście,,979615.0,14255.17,68.72,3.0,68.72,9.0,9.0,,pierwotny,,2020-07-07,wczoraj,BLOK MIESZKALNY,2021.0,,,,,,,2.0,,,,,,,
Warszawa,Białołęka,Podłużna,424000.0,7438.6,57.0,3.0,57.0,2.0,2.0,1.0,wtórny,PEŁNA WŁASNOŚĆ (HIPOTECZNE),26 czerwca 2020,26 czerwca 2020,,2010.0,,,,,,,,,1.0,osobno,,,,
Warszawa,Żoliborz,,435000.0,14500.0,30.0,3.0,30.0,0.0,3.0,,wtórny,ODRĘBNA WŁASNOŚĆ LOKALU,6 lipca 2020,6 lipca 2020,BLOK,2020.0,,,290.0,,CEGŁA,ODNOWIONE,,,,,,,,
Warszawa,Praga-Północ,,488000.0,11090.91,44.0,2.0,44.0,4.0,7.0,1.0,pierwotny,,2020-07-07,25 czerwca 2020,APARTAMENTOWIEC,2022.0,,,,,,,1.0,,,,,,,
Warszawa,Śródmieście,,884900.0,14272.58,62.0,2.0,62.0,3.0,6.0,,wtórny,WŁASNOŚĆ,3 lipca 2020,1 lipca 2020,,,,,,,,DOBRY,,"JASNA, ODDZIELNA",2.0,,,,,
Warszawa,Wesoła,Mazowiecka,699999.0,8536.57,82.0,3.0,82.0,3.0,3.0,,wtórny,,2020-07-07,wczoraj,BLOK MIESZKALNY,2012.0,,,,,,,,,,,,,,
Warszawa,Włochy,ks. Juliana Chrościckiego,455000.0,10073.06,45.17,2.0,45.17,1.0,5.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,25 czerwca 2020,NISKI BLOK,2015.0,,,,,,,,OTWARTA,1.0,,,,,
Warszawa,Praga-Południe,Waszyngtona,600000.0,14970.06,40.08,2.0,40.08,0.0,5.0,,wtórny,WŁASNOŚĆ,2020-07-08,26 czerwca 2020,WIEŻOWIEC,1936.0,,,,,,,,,,,,,,
Warszawa,Włochy,Bakalarska,532350.0,10497.93,50.71,2.0,50.71,3.0,8.0,1.0,pierwotny,,25 czerwca 2020,25 czerwca 2020,APARTAMENTOWIEC,2021.0,,,,,,,,,,,,,,
Warszawa,Mokotów,Padewska,725000.0,12719.3,57.0,3.0,57.0,2.0,2.0,1.0,wtórny,,2020-07-07,6 lipca 2020,NISKI BLOK,1961.0,,,265.0,0.0,,BARDZO DOBRY,,ANEKS,2.0,,,,,
Warszawa,Ochota,,319900.0,11327.9,28.24,1.0,28.24,3.0,10.0,1.0,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,2020-07-08,4 lipca 2020,WIEŻOWIEC,1974.0,,,,,WIELKA PŁYTA,DOBRY,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Mokotów,,440000.0,10419.13,42.23,2.0,42.23,1.0,10.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,6 lipca 2020,6 lipca 2020,,1974.0,,,,,,,,,,,,,,
Warszawa,Muranów,,559000.0,13975.0,40.0,1.0,40.0,3.0,7.0,1.0,wtórny,WŁASNOŚĆ,3 lipca 2020,29 czerwca 2020,APARTAMENTOWIEC,2010.0,,,275.0,,CERAMIKA,BARDZO DOBRY,1.0,WIDNA,,razem,3.0,,,
Warszawa,Bemowo,,485000.0,12125.0,40.0,2.0,40.0,0.0,,,wtórny,,4 lipca 2020,4 lipca 2020,APARTAMENTOWIEC,2008.0,,,,,,DO WPROWADZENIA,,,,,,,,
Warszawa,Ursus,Apartamentowa,550000.0,9417.81,58.4,2.0,58.4,2.0,4.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,NISKI BLOK,2003.0,,,,,CEGŁA,,,ANEKS KUCHENNY,,,,,,
Warszawa,Praga-Północ,Białostocka,628000.0,8103.23,77.5,4.0,77.5,8.0,10.0,1.0,wtórny,,2 lipca 2020,2 lipca 2020,BLOK MIESZKALNY,1981.0,,,,,,,,,,,,,,
Warszawa,Białołęka,Talarowa,250000.0,9712.51,25.74,1.0,25.74,0.0,3.0,,wtórny,WŁASNOŚĆ,2020-07-08,30 czerwca 2020,BLOK MIESZKALNY,,,,,,MIESZANA,W BUDOWIE,,,,,,,,
Warszawa,Stary Mokotów,Jarosława Dąbrowskiego,410000.0,13225.81,31.0,1.0,31.0,3.0,3.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,29 czerwca 2020,29 czerwca 2020,KAMIENICA,1949.0,,,,,CEGŁA,WYSOKI STANDARD,,ODDZIELNA,1.0,,,,,
Warszawa,Żoliborz,Krasińskiego,409000.0,10763.16,38.0,2.0,38.0,2.0,10.0,1.0,wtórny,,4 lipca 2020,29 czerwca 2020,,1970.0,,,,,,,1.0,,,,,,,
Warszawa,Bemowo,,446000.0,10619.05,42.0,2.0,42.0,3.0,,,wtórny,,26 czerwca 2020,26 czerwca 2020,BLOK,2009.0,,,,,,DO WPROWADZENIA,,,,,,,,
Warszawa,Wola,Żelazna,713000.0,10185.71,70.0,4.0,70.0,0.0,4.0,,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,KAMIENICA,1965.0,,,480.0,,CEGŁA,WYSOKI STANDARD,,ODDZIELNA,,,,,,
Warszawa,Saska Kępa,,535000.0,9553.57,56.0,4.0,56.0,4.0,4.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,2020-07-07,24 czerwca 2020,BUDYNEK WIELORODZINNY,1973.0,,,260.0,,MIESZANA,DO ODŚWIEŻENIA,4.0,JASNA Z OKNEM,1.0,,3.0,4.0,,
Warszawa,Włochy,,650000.0,10000.0,65.0,3.0,65.0,0.0,5.0,,wtórny,WŁASNOŚĆ,2020-07-08,29 czerwca 2020,BLOK,2017.0,,,,,CEGŁA,DOBRY,2.0,"W ANEKSIE, Z WYPOSAŻENIEM, W ZABUDOWIE",,osobno,54.0,,,
Warszawa,Ursynów,,779000.0,11455.88,68.0,3.0,68.0,7.0,8.0,,wtórny,WŁASNOŚĆ,3 lipca 2020,25 czerwca 2020,,2007.0,,,,,CEGŁA,BARDZO DOBRY,,PÓŁOTWARTA,1.0,,,,,
Warszawa,Wilanów,Sarmacka,950000.0,10795.45,88.0,3.0,,3.0,3.0,,wtórny,WŁASNOŚĆ,29 czerwca 2020,29 czerwca 2020,APARTAMENTOWIEC,2006.0,,,285.0,,,DOBRY,,OTWARTA,,razem,,,,
Warszawa,Praga-Północ,,600000.0,9375.0,64.0,3.0,64.0,2.0,4.0,1.0,pierwotny,,1 lipca 2020,1 lipca 2020,APARTAMENTOWIEC,2022.0,,,,,,,,,,,,,,
Warszawa,Wilanów,Syta,538000.0,9486.86,56.71,3.0,56.71,1.0,2.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,30 czerwca 2020,DOM MIESZKALNY,,,,,,MIESZANA,W BUDOWIE,,,,,,,,
Warszawa,Białołęka,Aluzyjna,385000.0,8297.41,46.4,2.0,46.4,6.0,6.0,1.0,pierwotny,,24 czerwca 2020,24 czerwca 2020,,2020.0,,,,,,,,,,,,,,
Warszawa,Wawer,,577500.0,7700.0,75.0,3.0,75.0,0.0,,,pierwotny,,22 czerwca 2020,24 czerwca 2020,APARTAMENTOWIEC,2020.0,,,,,PUSTAK,DEWELOPERSKI,,,,,,,,
Warszawa,Marysin Wawerski,Bychowska,849000.0,7934.58,107.0,4.0,107.0,1.0,2.0,1.0,wtórny,WŁASNOŚĆ,3 lipca 2020,1 lipca 2020,APARTAMENTOWIEC,1997.0,,,265.0,,CEGŁA,WYSOKI STANDARD,,ODDZIELNA,2.0,,,,,
Warszawa,Bemowo,Batalionów Chłopskich,550900.0,9353.14,58.9,3.0,58.9,1.0,4.0,1.0,wtórny,,23 czerwca 2020,23 czerwca 2020,BLOK MIESZKALNY,2022.0,,,,,,,,,,,,,,
Warszawa,Bemowo,,736800.0,9651.56,76.34,4.0,76.34,4.0,4.0,1.0,pierwotny,,3 lipca 2020,3 lipca 2020,,2022.0,,,,,,,,,,,,,,
Warszawa,Służewiec,Cybernetyki,586698.0,11450.0,51.24,3.0,51.24,1.0,6.0,1.0,wtórny,WŁASNOŚĆ,25 czerwca 2020,24 czerwca 2020,BLOK,2020.0,,,265.0,,ZRÓŻNICOWANY,DO WYKOŃCZENIA,2.0,ANEKS,,,6.0,,,
Warszawa,Śródmieście,Noakowskiego,875000.0,14227.64,61.5,2.0,61.5,3.0,7.0,,wtórny,,6 lipca 2020,6 lipca 2020,KAMIENICA,1912.0,,,,,,,1.0,,,,,,,
Warszawa,Bemowo,Batalionów Chłopskich,605000.0,9957.21,60.76,3.0,60.76,4.0,4.0,1.0,wtórny,WŁASNOŚĆ,3 lipca 2020,24 czerwca 2020,BLOK MIESZKALNY,,,,260.0,,MIESZANA,DEWELOPERSKI,,,,,,,,
Warszawa,Ursynów,,850000.0,10240.96,83.0,3.0,83.0,4.0,4.0,,wtórny,SPÓŁ. WŁASNOŚCIOWE Z KW,3 lipca 2020,23 czerwca 2020,,2007.0,,,,,CEGŁA,BARDZO DOBRY,,ODDZIELNA,1.0,,,,,
Warszawa,Bemowo,,945000.0,12193.55,77.5,3.0,77.5,5.0,5.0,1.0,wtórny,SPÓŁDZIELCZE WŁ. Z KW,6 lipca 2020,6 lipca 2020,APARTAMENTOWIEC,,,,,,,BARDZO DOBRY,,,,,6.0,,,
Warszawa,Mokotów,,740000.0,12982.46,57.0,3.0,57.0,3.0,6.0,,wtórny,WŁASNOŚĆ,3 lipca 2020,2 lipca 2020,,2019.0,,,,,,BARDZO DOBRY,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Śródmieście,Jana Pawła II,599000.0,12479.17,48.0,2.0,48.0,7.0,15.0,,wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,26 czerwca 2020,26 czerwca 2020,,,,,,,,WYSOKI STANDARD,,ANEKS KUCHENNY,,,,,,
Warszawa,Ursynów,Komisji Edukacji Narodowej,835000.0,11827.2,70.6,3.0,70.6,2.0,8.0,1.0,wtórny,WŁASNOŚĆ,2020-07-08,2 lipca 2020,WIEŻOWIEC,2005.0,,,270.0,,,,,ANEKS KUCHENNY,1.0,,,,,
Warszawa,Ursynów,,530000.0,11041.67,48.0,2.0,48.0,9.0,10.0,,wtórny,,1 lipca 2020,1 lipca 2020,WIEŻOWIEC,1979.0,,,,,WIELKA PŁYTA,WYSOKI STANDARD,,BEZ OKNA,1.0,,,,,
